Authors,Title,Abstract,Document Type,Year,Link,Source title,Paper Available,Included/Excluded,Reason,Author 1 Re-tag,Author 2,Author 2 Re-tag
Guo J.; Liu J.; Wan Y.; Li L.; Zhou P.,Modeling Hierarchical Syntax Structure with Triplet Position for Source Code Summarization,"Automatic code summarization, which aims to describe the source code in natural language, has become an essential task in software maintenance. Our fellow researchers have attempted to achieve such a purpose through various machine learning-based approaches. One key challenge keeping these approaches from being practical lies in the lacking of retaining the semantic structure of source code, which has unfortunately been overlooked by the state-of-the-art methods. Existing approaches resort to representing the syntax structure of code by modeling the Abstract Syntax Trees (ASTs). However, the hierarchical structures of ASTs have not been well explored. In this paper, we propose CODESCRIBE to model the hierarchical syntax structure of code by introducing a novel triplet position for code summarization. Specifically, CODESCRIBE leverages the graph neural network and Transformer to preserve the structural and sequential information of code, respectively. In addition, we propose a pointer-generator network that pays attention to both the structure and sequential tokens of code for a better summary generation. Experiments on two real-world datasets in Java and Python demonstrate the effectiveness of our proposed approach when compared with several state-of-the-art baselines. © 2022 Association for Computational Linguistics.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139035948&partnerID=40&md5=75c1f5cac559ddb1ae026364e3707e4a,Proceedings of the Annual Meeting of the Association for Computational Linguistics,Yes,Include,"I1.1,I1.2","","",""
Wang X.; Wu Q.; Zhang H.; Lyu C.; Jiang X.; Zheng Z.; Lyu L.; Hu S.,HELoC: Hierarchical Contrastive Learning of Source Code Representation,"Abstract syntax trees (ASTs) play a crucial role in source code representation. However, due to the large number of nodes in an AST and the typically deep AST hierarchy, it is challenging to learn the hierarchical structure of an AST effectively. In this paper, we propose HELoC, a hierarchical contrastive learning model for source code representation. To effectively learn the AST hierarchy, we use contrastive learning to allow the network to predict the AST node level and learn the hierarchical relationships between nodes in a self-supervised manner, which makes the representation vectors of nodes with greater differences in AST levels farther apart in the embedding space. By using such vectors, the structural similarities between code snippets can be measured more precisely. In the learning process, a novel GNN (called Residual Self-attention Graph Neural Network, RSGNN) is designed, which enables HELoC to focus on embedding the local structure of an AST while capturing its overall structure. HELoC is self-supervised and can be applied to many source code related downstream tasks such as code classification, code clone detection, and code clustering after pre-training. Our extensive experiments demonstrate that HELoC outperforms the state-of-the-art source code representation models.  © 2022 ACM.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133210433&doi=10.1145%2f3524610.3527896&partnerID=40&md5=d8f8aab6c1c776d3d977371794cf1a1c,IEEE International Conference on Program Comprehension,Yes,Include,I1.1,"",Include,
Hou S.; Chen L.; Ye Y.,Summarizing Source Code from Structure and Context,"Modern software developers tend to engage in social coding platforms to reuse code snippets to expedite the development process, while the codes on such platforms are often suffering from comments being mismatched, missing or outdated. This puts the code search and comprehension in difficulty, and increases the burden of maintenance for software building upon these codes. As summarizing code is beneficial yet it is very expensive for manual operation, in this paper, we elaborate an automatic and effective code summarization paradigm to address this laborious challenge. We represent a given code snippet as an abstract syntax tree (AST), and generate a set of compositional root-to-leaf paths to make the AST accessible regarding code context and structure in a less complex yet expressive way. Accordingly, we design a tree-based transformer model, called TreeXFMR, on these paths to summarize source code in a hierarchical attention operation. This yields two advantages on code representation learning: (1) attention mechanisms at token-and path-level attend the semantics and interactions of source code from different aspects; (2) bi-level positional encodings introduced reveal the intra- and inter-path structure of AST and improve the unambiguity of the representations. During decoding, TreeXFMR attends such learned representations to produce each output of natural language word. We further pre-train the transformer to achieve faster and better training convergence results. Extensive experiments on the code collection from GitHub demonstrate the effectiveness of TreeXFMR, which significantly outperforms state-of-the-art baselines. © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140713399&doi=10.1109%2fIJCNN55064.2022.9892013&partnerID=40&md5=5f620b70d83f1491fb0fcaeaf72aadaf,Proceedings of the International Joint Conference on Neural Networks,Yes,Include,,"",Include,
Jin D.; Liu P.; Zhu Z.,Automatically Generating Code Comment Using Heterogeneous Graph Neural Networks,"Code summarization aims to generate readable summaries that describe the functionality of source code pieces. The main purpose of the code summarization is to help software developers understand the code and save their precious time. However, since programming languages are highly structured, it is challenging to generate high-quality code summaries. For this reason, this paper proposes a new approach named CCHG to automatically generate code comments. Compared to recent models that use additional information such as Abstract Syntax Trees as input, our proposed method only uses the most original code as input. We believe that programming languages are the same as natural languages. Each line of code is equivalent to a sentence, representing an independent meaning. Therefore, we split the entire code snippet into several sentence-level code. Coupled with token-level code, there are two types of code that need to be processed. So we propose heterogeneous graph networks to process the sentence-level and token-level code. Even though we do not introduce additional structural knowledge, the experimental results show that our model has a considerable performance, which indicates that our model can fully learn structural information and sequence information from code snippets.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135841227&doi=10.1109%2fSANER53432.2022.00125&partnerID=40&md5=ca88a884cb1bb226fb8db79ee007e615,"Proceedings - 2022 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2022",Yes,Include,"I1.1,I1.2","",Include,
Zhang F.; Chen B.; Li R.; Peng X.,A hybrid code representation learning approach for predicting method names,"Program semantic properties such as class names, method names, and variable names and types play an important role in software development and maintenance. Method names are of particular importance because they provide the cornerstone of abstraction for developers to communicate with each other for various purposes (e.g., code review and program comprehension). Existing method name prediction approaches often represent code as lexical tokens or syntactical AST (abstract syntax tree) paths, making them difficult to learn code semantics and hindering their effectiveness in predicting method names. Initial attempts have been made to represent code as execution traces to capture code semantics, but suffer scalability in collecting execution traces. In this paper, we propose a hybrid code representation learning approach, named METH2SEQ, to encode a method as a sequence of distributed vectors. METH2SEQ represents a method as (1) a bag of paths on the program dependence graph, (2) a sequence of typed intermediate representation statements and (3) a sentence of natural language comment, to scalably capture code semantics. The learned sequence of vectors of a method is fed to a decoder model to predict method names. Our evaluation with a dataset of 280.5K methods in 67 Java projects has demonstrated that METH2SEQ outperforms the two state-of-the-art code representation learning approaches in F1-score by 92.6% and 36.6%, while also outperforming two state-of-the-art method name prediction approaches in F1-score by 85.6% and 178.1%. © 2021 Elsevier Inc.",Article,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107616552&doi=10.1016%2fj.jss.2021.111011&partnerID=40&md5=e96fd839823d7d7ff6490f49b2347f9b,Journal of Systems and Software,Yes,Include,"I1.1,I1.2,I2.1","","",""
Liang J.; Zou W.; Zhang J.; Huang Z.; Sun C.,A Deep Method Renaming Prediction and Refinement Approach for Java Projects,"During the process of software development and maintenance, developers would regularly refactor existing source code to improve efficiency and maintainability. Among various code refactoring activities, method renaming often happens within the whole project evolution process. To perform method renaming, developers should first identify the exact methods that should be renamed, which is generally tedious and error-prone through manual analysis. Towards this end, researchers have proposed some approaches to automatically recommend candidate methods for renaming. To further improve the performance of existing techniques, in this paper, we propose a novel approach that fully leverages historical code changes and overlapping relationships among code entities to identify renaming opportunities for methods. Specifically, we first embed methods into vectors and incorporate overlapping relationships among code entities by using different attention heads in a deep learning network. Then, we apply these obtained vectors to train a classifier to predict potential renaming opportunities for methods. Finally, we utilize historical renaming activities of related code entities to further refine the predicted results. Experimental results on 114,398 methods from 10 open source Java projects show that our approach could outperform the state-of-the-art approach by achieving an average F-measure of 80.02%. To better validate the effectiveness of our approach, we also explore the performance of some major components of our approach. For example, we find that employing related code entities help to improve the performance of our approach by 40.40% in terms of the average F-measure. © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144110732&doi=10.1109%2fQRS54544.2021.00052&partnerID=40&md5=af58d21ad95db5185ea469ffaf7621be,"IEEE International Conference on Software Quality, Reliability and Security, QRS",Yes,Exclude,E1.1,"",Include,Exclude
Ge F.; Kuang L.,Keywords Guided Method Name Generation,"High quality method names are descriptive and readable, which are helpful for code development and maintenance. The majority of recent research suggest method names based on the text summarization approach. They take the token sequence and abstract syntax tree of the source code as input, and generate method names through a powerful neural network based model. However, the tokens composing the method name are closely related to the entity name within its method implementation. Actually, high proportions of the tokens in method name can be found in its corresponding method implementation, which makes it possible for incorporating these common shared token information to improve the performance of method naming task. Inspired by this key observation, we propose a two-stage keywords guided method name generation approach to suggest method names. Specifically, we decompose the method naming task into two subtasks, including keywords extraction task and method name generation task. For the keywords extraction task, we apply a graph neural network based model to extract the keywords from source code. For the method name generation task, we utilize the extracted keywords to guide the method name generation model. We apply a dual selective gate in encoder to control the information flow, and a dual attention mechanism in decoder to combine the semantics of input code sequence and keywords. Experiment results on an open source dataset demonstrate that keywords guidance can facilitate method naming task, which enables our model to outperform the competitive state-of-The-Art models by margins of 1.5%-3.5% in ROUGE metrics. Especially when programs share one common token with method names, our approach improves the absolute ROUGE-1 score by 7.8%.  © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113196338&doi=10.1109%2fICPC52881.2021.00027&partnerID=40&md5=3fd814c4f9f0acd066e3e0edeede365e,IEEE International Conference on Program Comprehension,Yes,Include,I1.1,"",Include,
Desai U.; Sridhara G.; Tamilselvam S.,Advances in Code Summarization,"Several studies have suggested that comments describing source code can help mitigate the burden of program understanding. However, software systems usually lack adequate comments and even when present, the comments may be obsolete or unhelpful. Researchers have addressed this issue by automatically generating comments from source code, a task referred to as Code Summarization. In this technical presentation, we take a deeper look at some of the significant, recent works in the area of code summarization and how each of them attempts to take a new perspective of this task including methods leveraging RNNs, Transformers, Graph neural networks and Reinforcement learning. © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115693556&doi=10.1109%2fICSE-Companion52605.2021.00141&partnerID=40&md5=9461f97f900e4c4e2d00e5008e89145b,Proceedings - International Conference on Software Engineering,Yes,Exclude,"E1.8,E2.2","",Exclude,
Liu S.; Chen Y.; Xie X.; Siow J.; Liu Y.,RETRIEVAL-AUGMENTED GENERATION FOR CODE SUMMARIZATION VIA HYBRID GNN,"Source code summarization aims to generate natural language summaries from structured code snippets for better understanding code functionalities. However, automatic code summarization is challenging due to the complexity of the source code and the language gap between the source code and natural language summaries. Most previous approaches either rely on retrieval-based (which can take advantage of similar examples seen from the retrieval database, but have low generalization performance) or generation-based methods (which have better generalization performance, but cannot take advantage of similar examples). This paper proposes a novel retrieval-augmented mechanism to combine the benefits of both worlds. Furthermore, to mitigate the limitation of Graph Neural Networks (GNNs) on capturing global graph structure information of source code, we propose a novel attention-based dynamic graph to complement the static graph representation of the source code, and design a hybrid message passing GNN for capturing both the local and global structural information. To evaluate the proposed approach, we release a new challenging benchmark, crawled from diversified large-scale open-source C projects (total 95k+ unique functions in the dataset). Our method achieves the state-of-the-art performance, improving existing methods by 1.42, 2.44 and 1.29 in terms of BLEU-4, ROUGE-L and METEOR. © 2021 ICLR 2021 - 9th International Conference on Learning Representations. All rights reserved.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121205001&partnerID=40&md5=a4d297a0cd465773b6670095c2fff13e,ICLR 2021 - 9th International Conference on Learning Representations,Yes,Include,I1.1,"",Include,
Zhang X.; Yang S.; Duan L.; Lang Z.; Shi Z.; Sun L.,Transformer-XL with Graph Neural Network for Source Code Summarization,"Source code summarization is the task of generating a readable natural language to describe the functionality of source code. Code summarization is rapidly expanding, especially as the research takes great advantage of advances in neural networks and artificial intelligence technologies. Some mainstream methods input the structural information (abstract syntax tree (AST)) of the source code into the language model to generate relatively satisfactory comments. However, existing methods can not capture code's long dependencies from AST for effective code summarization. In this paper, we provide a novel way to generate code summaries by combining a graph-based neural network and a Transformer-XL network. We utilize the graph-based neural network to better capture the structure information of AST, and the Transformer-XL network to learn important tokens in the AST and alleviate the problem of long dependency. We evaluate our technique on the standard Java dataset. The experimental results show that the effectiveness of our model is remarkable. It pushes the precision score to 60.73% (5.21% absolute improvement) and the F1 score to 51.06%.  © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124318560&doi=10.1109%2fSMC52423.2021.9658619&partnerID=40&md5=03ee09ce85de4e698cecdde03bb3d2ba,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",Yes,Include,,"",Include,
Zeng J.; Zhang T.; Xu Z.,DG-Trans: Automatic Code Summarization via Dynamic Graph Attention-based Transformer,"Automatic code summarization is an important topic in the software engineering field, which aims to automatically generate the description for the source code. Based on Graph Neural Networks (GNN), most existing methods apply them to Abstract Syntax Tree (AST) to achieve code summarization. However, these methods face two major challenges: 1) they can only capture limited structural information of the source code; 2) they did not effectively solve Out-Of-Vocabulary (OOV) problems by reducing vocabulary size. In order to resolve these problems, in this paper, we propose a novel code summarization model named Dynamic Graph attention-based Transformer (DG-Trans for short), which effectively captures abundant information of the code subword sequence and utilizes the fusion of dynamic graph attention mechanism and Transformer. Extensive experiments show that DG-Trans is able to outperform state-of-the-art models (such as Ast-Attendgru, Transformer, and CodeGNN) by averagely increasing 8.39% and 8.86% on BLEU scores and ROUGUE-L, respectively. © 2021 IEEE.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146199326&doi=10.1109%2fQRS54544.2021.00088&partnerID=40&md5=1d7eda6868c42c29189049d9fd3a7224,"IEEE International Conference on Software Quality, Reliability and Security, QRS",Yes,Include,I.1,"",Include,
LeClair A.; Haque S.; Wu L.; McMillan C.,Improved code summarization via a graph neural network,"Automatic source code summarization is the task of generatingnatural language descriptions for source code. Automatic code summarization is a rapidly expanding research area, especially as thecommunity has taken greater advantage of advances in neural network and AI technologies. In general, source code summarizationtechniques use the source code as input and outputs a natural language description. Yet a strong consensus is developing that usingstructural information as input leads to improved performance. Thefirst approaches to use structural information flattened the AST intoa sequence. Recently, more complex approaches based on randomAST paths or graph neural networks have improved on the modelsusing flattened ASTs. However, the literature still does not describethe using a graph neural network together with source code sequence as separate inputs to a model. Therefore, in this paper, wepresent an approach that uses a graph-based neural architecturethat better matches the default structure of the AST to generatethese summaries. We evaluate our technique using a data set of2.1 million Java method-comment pairs and show improvementover four baseline techniques, two from the software engineeringliterature, and two from machine learning literature. © 2020 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Conference paper,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091891388&doi=10.1145%2f3387904.3389268&partnerID=40&md5=ce69209bb60c6825fb0237b8e58ffa4f,IEEE International Conference on Program Comprehension,Yes,Exclude,E2.4,Include,Include,
Lu M.; Liu Y.; Li H.; Tan D.; He X.; Bi W.; Li W.,Hyperbolic function embedding: Learning hierarchical representation for functions of source code in hyperbolic space,"Recently, source code mining has received increasing attention due to the rapid increase of open-sourced code repositories and the tremendous values implied in this large dataset, which can help us understand the organization of functions or classes in different software and analyze the impact of these organized patterns on the software behaviors. Hence, learning an effective representation model for the functions of source code, from a modern view, is a crucial problem. Considering the inherent hierarchy of functions, we propose a novel hyperbolic function embedding (HFE) method, which can learn a distributed and hierarchical representation for each function via the Poincaré ball model. To achieve this, a function call graph (FCG) is first constructed to model the call relationship among functions. To verify the underlying geometry of FCG, the Ricci curvature model is used. Finally, an HFE model is built to learn the representations that can capture the latent hierarchy of functions in the hyperbolic space, instead of the Euclidean space, which are usually used in those state-of-the-art methods. Moreover, HFE is more compact in terms of lower dimensionality than the existing graph embedding methods. Thus, HFE is more effective in terms of computation and storage. To experimentally evaluate the performance of HFE, two application scenarios, namely, function classification and link prediction, have been applied. HFE achieves up to 7.6% performance improvement compared to the chosen state-of-the-art methods, namely, Node2vec and Struc2vec. © 2019 by the authors.",Article,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061872138&doi=10.3390%2fsym11020254&partnerID=40&md5=6c5c53d9c208b17eb6077ad1121a8f2b,Symmetry,Yes,Include,I1.2,"","",""
Du C.; Li Y.; Wang Y.; Yu J.,Study on Automatic Code Summary Generation Method based on Graph Neural Network,"Automatic code summary generation techniques can help developers and other technical personnel to understand and comprehend the functions and structure of code more quickly. In existing methods of automatic code abstraction generation, there is a problem of poor utilization of code structure information, therefore, a model of automatic code abstraction generation based on graph neural network is proposed. Firstly, the abstract syntax tree is extracted from the code, and then the abstract syntax tree of the code is transformed into a graph representation using control flow statements in the data stream, which is trained by a graph convolutional neural network, and the obtained training results are fused with the original sequence representation to finally obtain a source code representation that incorporates the semantic information of the code context and structural information. Meanwhile, to improve the stability of the summary generation model, a deep learning model based on a multi-headed self-attentive mechanism is used to improve the existing sequence-to-sequence summary generation model. The accuracy and stability of the model-generated summaries are improved. Validation was performed on publicly available datasets, and experimental results show that the method achieves better results on BLEU-4, METEOR, and ROUGE-L metrics compared to other baseline models.  © 2023 IEEE.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179505390&doi=10.1109%2fDSA59317.2023.00015&partnerID=40&md5=0ec978da5b42e327c8a031c00cb980f3,"Proceedings - 2023 10th International Conference on Dependable Systems and Their Applications, DSA 2023",Yes,Include,I2.1,"","",""
Yang G.; Jin T.; Dou L.,Heterogeneous Directed Hypergraph Neural Network over abstract syntax tree (AST) for Code Classification,"Code classification is a difficult issue in program understanding and automatic coding. Due to the elusive syntax and complicated semantics in programs, most existing studies use techniques based on abstract syntax tree (AST) and graph neural network (GNN) to create code representations for code classification. These techniques utilize the structure and semantic information of the code, but they only take into account pairwise associations and neglect the high-order correlations that already exist between nodes in the AST, which may result in the loss of code structural information. On the other hand, while a general hypergraph can encode high-order data correlations, it is homogeneous and undirected which will result in a lack of semantic and structural information such as node types, edge types, and directions between child nodes and parent nodes when modeling AST. In this study, we propose to represent AST as a heterogeneous directed hypergraph (HDHG) and process the graph by heterogeneous directed hypergraph neural network (HDHGN) for code classification. Our method improves code understanding and can represent high-order data correlations beyond paired interactions. We assess heterogeneous directed hypergraph neural network (HDHGN) on public datasets of Python and Java programs. Our method outperforms previous AST-based and GNN-based methods, which demonstrates the capability of our model. © 2023 Knowledge Systems Institute Graduate School. All rights reserved.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170092438&doi=10.18293%2fSEKE2023-136&partnerID=40&md5=0db69ae8a2a9b72d28c356d2d0fef154,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",Yes,Include,"I1.1,I1.2","","",""
Long T.; Xie Y.; Chen X.; Zhang W.; Cao Q.; Yu Y.,Multi-View Graph Representation for Programming Language Processing: An Investigation into Algorithm Detection,"Program representation, which aims at converting program source code into vectors with automatically extracted features, is a fundamental problem in programming language processing (PLP). Recent work tries to represent programs with neural networks based on source code structures. However, such methods often focus on the syntax and consider only one single perspective of programs, limiting the representation power of models. This paper proposes a multi-view graph (MVG) program representation method. MVG pays more attention to code semantics and simultaneously includes both data flow and control flow as multiple views. These views are then combined and processed by a graph neural network (GNN) to obtain a comprehensive program representation that covers various aspects. We thoroughly evaluate our proposed MVG approach in the context of algorithm detection, an important and challenging subfield of PLP. Specifically, we use a public dataset POJ-104 and also construct a new challenging dataset ALG-109 to test our method. In experiments, MVG outperforms previous methods significantly, demonstrating our model's strong capability of representing source code. © 2022, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147550181&partnerID=40&md5=59c88dcae8e71c3b1db0eb1776516e66,"Proceedings of the 36th AAAI Conference on Artificial Intelligence, AAAI 2022",Yes,Include,"I1.1,I1.2","",Include,
Zhang K.; Wang W.; Zhang H.; Li G.; Jin Z.,Learning to Represent Programs with Heterogeneous Graphs,"Code representation, which transforms programs into vectors with semantics, is essential for source code processing. We have witnessed the effectiveness of incorporating structural information (i.e., graph) into code representations in recent years. Specifically, the abstract syntax tree (AST) and the AST-augmented graph of the program contain much structural and semantic information, and most existing studies apply them for code representation. The graph adopted by existing approaches is homogeneous, i.e., it discards the type information of the edges and the nodes lying within AST. That may cause plausible obstruction to the representation model. In this paper, we propose to leverage the type information in the graph for code representation. To be specific, we propose the heterogeneous program graph (HPG), which provides the types of the nodes and the edges explicitly. Furthermore, we employ the heterogeneous graph transformer (HGT) architecture to generate representations based on HPG, considering the type of information during processing. With the additional types in HPG, our approach can capture complex structural information, produce accurate and delicate representations, and finally perform well on certain tasks. Our in-depth evaluations upon four classic datasets for two typical tasks (i.e., method name prediction and code classification) demonstrate that the heterogeneous types in HPG benefit the representation models. Our proposed HPG+HGT also outperforms the SOTA baselines on the subject tasks and datasets.  © 2022 ACM.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133172400&doi=10.1145%2f3524610.3527905&partnerID=40&md5=67576308d1c90ff9f1cafa4129a545ce,IEEE International Conference on Program Comprehension,Yes,Include,"I1.1,I1.2","",Include,
Wu Q.; Jiang X.; Zheng Z.; Gao X.; Lyu C.; Lyu L.,Code Representation Based on Hybrid Graph Modelling,"Several sequence- or abstract syntax tree (AST)-based models have been proposed for modelling lexical-level and syntactic-level information of source code. However, an effective method of learning code semantic information is still lacking. Thus, we propose a novel code representation method based on hybrid graph modelling, called HGCR. HGCR is a code information extraction model. Specifically, in HGCR, two novel graphs, the Structure Graph (SG) and the Execution Data Flow Graph (EDFG), are first extracted from AST to model the syntactic structural and semantic information of source code, respectively. Then, two improved graph neural networks are applied to learn the graphs to obtain an effective code representation. We demonstrate the effectiveness of our model on two common code understanding tasks: code classification and code clone detection. Empirically, our model outperforms state-of-the-art models. © 2021, Springer Nature Switzerland AG.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121904967&doi=10.1007%2f978-3-030-92307-5_35&partnerID=40&md5=b4be88d3b89f31e430c408dceff98715,Communications in Computer and Information Science,Yes,Include,"I1.1,I1.2","","",""
Bhuiyan M.H.M.,The Call Graph Chronicles: Unleashing the Power Within,"Call graph generation is critical for program understanding and analysis, but achieving both accuracy and precision is challenging. Existing methods trade off one for the other, particularly in dy- namic languages like JavaScript. This paper introduces ""Graphia,""an approach that combines structural and semantic information using a Graph Neural Network (GNN) to enhance call graph accu- racy. Graphia's two-step process employs an initial call graph as training data for the GNN, which then uncovers true call edges in new programs. Experimental results show Graphia significantly improves true positive rates in vulnerability detection, achieving up to 95%. This approach advances call graph accuracy by effectively incorporating code structure and context, particularly in complex dynamic language scenarios. © 2023 ACM.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180550989&doi=10.1145%2f3611643.3617854&partnerID=40&md5=35176d270a32379943dcc133e5f657ac,ESEC/FSE 2023 - Proceedings of the 31st ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,Yes,Include,I2.2(E1.8),"",Include,
Wen X.-C.; Chen Y.; Gao C.; Zhang H.; Zhang J.M.; Liao Q.,Vulnerability Detection with Graph Simplification and Enhanced Graph Representation Learning,"Prior studies have demonstrated the effectiveness of Deep Learning (DL) in automated software vulnerability detection. Graph Neural Networks (GNNs) have proven effective in learning the graph representations of source code and are commonly adopted by existing DL-based vulnerability detection methods. However, the existing methods are still limited by the fact that GNNs are essentially difficult to handle the connections between long-distance nodes in a code structure graph. Besides, they do not well exploit the multiple types of edges in a code structure graph (such as edges representing data flow and control flow). Consequently, despite achieving state-of-the-art performance, the existing GNN-based methods tend to fail to capture global information (i.e., long-range dependencies among nodes) of code graphs. To mitigate these issues, in this paper, we propose a novel vulnerability detection framework with grAph siMplification and enhanced graph rePresentation LEarning, named AMPLE. AMPLE mainly contains two parts: 1) graph simplification, which aims at reducing the distances between nodes by shrinking the node sizes of code structure graphs; 2) enhanced graph representation learning, which involves one edge-aware graph convolutional network module for fusing heterogeneous edge information into node representations and one kernel-scaled representation module for well capturing the relations between distant graph nodes. Experiments on three public benchmark datasets show that AMPLE outperforms the state-of-the-art methods by 0.39%-35.32% and 7.64%-199.81% with respect to the accuracy and F1 score metrics, respectively. The results demonstrate the effectiveness of AMPLE in learning global information of code graphs for vulnerability detection. © 2023 IEEE.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171196046&doi=10.1109%2fICSE48619.2023.00191&partnerID=40&md5=10fc8fedd7bbaa32d682dafa677fb841,Proceedings - International Conference on Software Engineering,Yes,Include,"I1.1,I1.2","","",""
Ganz T.; Härterich M.; Warnecke A.; Rieck K.,Explaining Graph Neural Networks for Vulnerability Discovery,"Graph neural networks (GNNs) have proven to be an effective tool for vulnerability discovery that outperforms learning-based methods working directly on source code. Unfortunately, these neural networks are uninterpretable models, whose decision process is completely opaque to security experts, which obstructs their practical adoption. Recently, several methods have been proposed for explaining models of machine learning. However, it is unclear whether these methods are suitable for GNNs and support the task of vulnerability discovery. In this paper we present a framework for evaluating explanation methods on GNNs. We develop a set of criteria for comparing graph explanations and linking them to properties of source code. Based on these criteria, we conduct an experimental study of nine regular and three graph-specific explanation methods. Our study demonstrates that explaining GNNs is a non-Trivial task and all evaluation criteria play a role in assessing their efficacy. We further show that graph-specific explanations relate better to code semantics and provide more information to a security expert than regular methods.  © 2021 ACM.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120859469&doi=10.1145%2f3474369.3486866&partnerID=40&md5=58173a485d8e906abf06a809c1a8d8d6,"AISec 2021 - Proceedings of the 14th ACM Workshop on Artificial Intelligence and Security, co-located with CCS 2021",Yes,Exclude,E1.1,"",Include,Exclude
Wang K.; Yan M.; Zhang H.; Hu H.,Unified Abstract Syntax Tree Representation Learning for Cross-Language Program Classification,"Program classification can be regarded as a high-level abstraction of code, laying a foundation for various tasks related to source code comprehension, and has a very wide range of applications in the field of software engineering, such as code clone detection, code smell classification, defects classification, etc. The cross-language program classification can realize code transfer in different programming languages, and can also promote cross-language code reuse, thereby helping developers to write code quickly and reduce the development time of code transfer. Most of the existing studies focus on the semantic learning of the code, whilst few studies are devoted to cross-language tasks. The main challenge of cross-language program classification is how to extract semantic features of different programming languages. In order to cope with this difficulty, we propose a Unified Abstract Syntax Tree (namely UAST in this paper) neural network. In detail, the core idea of UAST consists of two unified mechanisms. First, UAST learns an AST representation by unifying the AST traversal sequence and graph-like AST structure for capturing semantic code features. Second, we construct a mechanism called unified vocabulary, which can reduce the feature gap between different programming languages, so it can achieve the role of cross-language program classification. Besides, we collect a dataset containing 20,000 files of five programming languages, which can be used as a benchmark dataset for the cross-language program classification task. We have done experiments on two datasets, and the results show that our proposed approach out-performs the state-of-the-art baselines in terms of four evaluation metrics (Precision, Recall, F1-score, and Accuracy).  © 2022 ACM.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133153756&doi=10.1145%2f3524610.3527915&partnerID=40&md5=39053c8e722b50b94b0c9375c39fd15b,IEEE International Conference on Program Comprehension,Yes,Include,"I1.1,I1.2","",Include,
Lu M.; Wang Y.; Tan D.; Zhao L.,Student Program Classification Using Gated Graph Attention Neural Network,"Source code mining has received increasing attention, among which code classification plays a significant role in code understanding and automatic coding. Most source code mining efforts aim at the source code of projects, which are usually large and standardized, but less for student programs. There are two differences between project codes and student programs. On the one hand, some work on project codes is based on relatively single information, which is far from enough for student programs. Because student programs are relatively small, which makes them contain less information. Consequently, it is necessary to mine as much information as possible in student programs. On the other hand, the variable or function naming and the structure of the student programs are usually irregular, as compared with the source codes of projects. To learn from student programs, we proposed a Graph Neural Network (GNN) based model, which integrates data flow and function call information to the Abstract Syntax Tree (AST), and applies an improved GNN model to the integrated graph to achieve the state-of-art student program classification accuracy. The experiment results have shown that the proposed work can classify student programs with accuracy over 97%. © 2013 IEEE.",Article,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117607455&doi=10.1109%2fACCESS.2021.3063475&partnerID=40&md5=26575eb8c4dfa836f1de5454370cb284,IEEE Access,Yes,Include,"I1.1,I1.2","",Include,
