Authors,Title,Abstract,Document Type,Year,Link,Source title,Include/Exclude,Author 1 Re-tag,Author 2,Author 2 Re-tag
Verbaere M.; Payement A.; De Moor O.,Scripting refactorings with JunGL,"We describe JunGL, a language to script refactoring transformations. It manipulates a graph representation of the program, including extensible semantic information such as variable binding and dataflow. JunGL enables the full automation of complex refactorings: finding program elements of interest, checking preconditions and performing the transformation itself.",Conference paper,2006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248372495&doi=10.1145%2f1176617.1176656&partnerID=40&md5=dd4902967f558f6da397c86cc455304a,"Proceedings of the Conference on Object-Oriented Programming Systems, Languages, and Applications, OOPSLA",Exclude,,,
Deruelle L.; Basson H.; Bouneffa M.; Hattat J.,An eclipse platform extension for analysis and manipulation of multi-language software code,"In this paper, we propose formal model and a plat- form, based on eclipse plugins, for analysis of multi- language software. These provide a graph representa- Tion of the software source codes, database schemas, resource files, integrated within formal models which are implemented in an eclipse platform. The models are based on graphs rewriting, and represent software components and their corresponding various relation- ships which are extracted from the source codes files of an eclipse project. The implementation uses javacc tool allowing to generate parsers based on grammars specifications files, which include features permitting to produce a graph representation of the software compo- nents. The JBoss Rule expert system performs rules on obtained graphs such as to deduce knowledge which is not provided by the current eclipse platform. Ob- Tained knowledge concerns relationships between soft- ware components such as database tables and their use by Java Query Statements. Furthermore, this knowl- edge is used by a software change propagation plugins in order to evaluate the impact of changed database ta- bles.",Conference paper,2007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883262847&partnerID=40&md5=da47db8ad82448df9415641d4c483f90,"20th International Conference on Computer Applications in Industry and Engineering 2007, CAINE 2007",Exclude,,,
Hassan M.O.; Deruelle L.; Basson H.; Ahmad A.,A change propagation process for distributed software architecture,"In the context of software architecture evolution, understanding the impacts of a change to be applied on a distributed software architecture is necessary for various activities related to maintenance and change management. In this paper, we propose formal models and a platform based on eclipse plugins for modeling and analysis of the software architecture description and their related source codes. The proposed models aim at the construction of graph representation based on the architecture description and the software source codes. The graph implementation is mapped with facts of a distributed knowledge-based system, which performs change propagation rules to evaluate the impact of a change performed on distributed components.",Conference paper,2010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751518771&doi=10.5220%2f0002998400780085&partnerID=40&md5=a4cbfce1ed77626577f677e3a3deaf4c,ENASE 2010 - Proceedings of the 5th International Conference on Evaluation of Novel Approaches to Software Engineering,Exclude,,,
Deruelle L.; Melab N.; Bouneffa M.; Basson H.,Analysis and manipulation of distributed multi-language software code,"The authors propose a formal model and a platform to deal with distributed multi-language software analysis. These provide a graph representation of the software codes (source codes and byte-codes), a change propagation process based on graph rewriting, and an automatic profiling tool to measure the contribution of any component to the global performance of the software. The program codes are structured by a multi-graph in which the nodes represent the software components linked by edges representing the meaningful relationships. The software components and their relationships are extracted from the byte-code files, using the mocha decompiler tool, and from the source codes files, using the Javacc tool. Javacc allows one to generate parsers, based on grammar specification files, which include features to produce an XML (eXtensible Markup Language) representation of the software components. Furthermore, a graph of the software components is constructed on the top of the XML files, providing program analysis. This is implemented by an integrated platform including the mocha decompiler, a multi-language parsing tool, a software change management module, and a profiling tool. © 2001 IEEE.",Conference paper,2001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963863727&doi=10.1109%2fSCAM.2001.972665&partnerID=40&md5=7497ad0293f9e8b237277fc0d09d54d2,Proceedings - 1st IEEE International Workshop on Source Code Analysis and Manipulation,Exclude,,,
Sulaiman S.; Sulaiman S.,genDMG: A generic graph representation layout to visualize existing software artifacts,"Examining software artifacts of an existing software system to understand their functionalities based on source codes can be a very daunting task. Many tools have emerged to assist software understanding or program comprehension, which normally consist of graph representations in a reverse engineering environment. These tools are known as reverse engineering or software visualization tools. This paper describes a document-like and modularized software visualization method called generic DocLike Modularized Graph (genDMG) that employs a graph drawing technique to represent software artifacts written either in structured or object-oriented. An example illustrates how the graph representations could assist software maintainers' program comprehension. A comparative study shows genDMG can improve what other methods could support in software visualization. © 2009 Springer-Verlag.",Conference paper,2009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76649105822&doi=10.1007%2f978-3-642-05036-7_75&partnerID=40&md5=7cfd00c3986525ef01427de02b5e424d,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Exclude,,,
Henderson T.A.D.; Podgurski A.,Sampling code clones from program dependence graphs with GRAPLE,"We present GRAPLE, a method to generate a representative sample of recurring (frequent) subgraphs of any directed labeled graph(s). GRAPLE is based on frequent subgraph mining, absorbing Markov chains, and Horvitz-Thompson estimation. It can be used to sample any kind of graph representation for programs. One of many software engineering applications for finding recurring subgraphs is detecting duplicated code (code clones) from representations such as program dependence graphs (PDGs) and abstract syntax trees. To assess the usefulness of clones detected from PDGs, we conducted a case study on a 73 KLOC commercial Android application developed over 5 years. Nine of the application's developers participated. To our knowledge, it is the first study to have professional developers examine code clones detected from PDGs. We describe a new PDG generation tool jpdg for JVM languages, which was used to generate the dependence graphs used in the study. © 2016 ACM.",Conference paper,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105852223&doi=10.1145%2f2989238.2989241&partnerID=40&md5=57ea03d70c106b81dbb6f84dfff502b8,"SWAN 2016 - Proceedings of the 2nd International Workshop on Software Analytics, co-located with FSE 2016",Include,,,
Mens T.; Demeyer S.; Janssens D.,Formalising behaviour preserving program transformations,"The notion of refactoring —transforming the source-code of an object-oriented program without changing its external behaviour— has increased the need for a precise definition of refactorings and their properties. This paper introduces a graph representation of those aspects of the source code that should be preserved by a refactoring, and graph rewriting rules as a formal specification for the refactoring transformations themselves. To this aim, we use type graphs, forbidden subgraphs, embedding mechansims, negative application conditions and controlled graph rewriting. We show that it is feasible to reason about the effect of refactorings on object-oriented programs independently of the programming language being used. This is crucial for the next generation of refactoring tools. © Springer-Verlag Berlin Heidelberg 2002.",Conference paper,2002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937207194&doi=10.1007%2f3-540-45832-8_22&partnerID=40&md5=2eff7a53afeccb058d06ef86d7260299,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Exclude,,,
Mens T.; Van Eetvelde N.; Demeyer S.; Janssens D.,Formalizing refactorings with graph transformations,"The widespread interest in refactoring - transforming the source-code of an object-oriented program without changing its external behaviour - has increased the need for a precise definition of refactoring transformations and their properties. In this paper we explore the use of graph rewriting for specifying refactorings and their effect on programs. We introduce a graph representation for programs and show how two representative refactorings can be expressed by graph productions. Then we demonstrate that it is possible to prove that refactorings preserve certain program properties, and that graph rewriting is a suitable formalism for such proofs. Copyright © 2005 John Wiley & Sons, Ltd.",Article,2005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23944525125&doi=10.1002%2fsmr.316&partnerID=40&md5=06b360378221c1f418a0057e73e7e0c4,Journal of Software Maintenance and Evolution,Exclude,,,
Dalla Preda M.; Vidali V.,Abstract Similarity Analysis,"Code similarity is an important component of program analysis that finds application in many fields of computer science. Graph based representations of programs, such as control flow graphs and dependency graphs, are often used as a basis for deciding code similarity. Indeed, many similarity algorithms observe particular properties of these graph-based representations of programs in order to decide whether two programs are similar or not. In this work we propose a general framework for similarity analysis where the similarity of programs is expressed in terms of abstractions of their control flow graphs representation. In particular, we consider abstractions of the basic blocks of a control flow graph. © 2017 The Author(s)",Article,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015396065&doi=10.1016%2fj.entcs.2017.02.006&partnerID=40&md5=5d2efaf9e98c89ca80a91ca98363212b,Electronic Notes in Theoretical Computer Science,Exclude,,Exclude,
Sulaiman S.,Viewing software artifacts for different software maintenance categories using graph representations,"Information needed during an iterative process of a software maintenance process is much different from that of a software development process. Without up-dated documents, software maintainers need to gain information required to solve different maintenance categories through source codes hence consuming more time and effort. With the emergence of reverse engineering tools, the process of understanding source codes to solve maintenance tasks in different maintenance categories can be improved. Such tools employ diverse software visualisation methods that generate graph representations of parsed software artifacts. This paper discusses on how the graph representations provided by the proposed DocLike Modularised Graph (DMG) method employed in DocLike Viewer prototype tool can serve different levels of information needed by software maintainers in the case of corrective, adaptive and perfective maintenance category. It is observed that not only do software maintainers require diverse level of information; the necessity of the information is also not exactly of the same degree.",Article,2004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952802847&partnerID=40&md5=3749689197d7d1a426c737b25bf721b4,Malaysian Journal of Computer Science,Exclude,,,
Chauhan N.; Dutta M.; Singh M.,A program model based regression test selection technique for object-oriented programs,"We propose a regression test selection technique that is based on analysis of source code of an object-oriented program. First we construct a System dependency graph model of the original program from the source code. When some modification is executed in a program, the constructed model is updated to reflect the changes. Our approach in addition to capturing control and data dependencies represents the dependencies arising from object-relations. The test cases that exercise the affected model elements in the program model are selected for regression testing. In our approach System Design Graph representation will be used for regression test selection for analyzing and comparing the code changes of original and modified program. Empirical studies carried out by us show that our technique selects on an average of 26.36. % more fault-revealing test cases compared to a Control Dependence Graph based technique while incurring about 37.34% increase in regression test suite size. © 2015 IEEE.",Conference paper,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946944553&doi=10.1109%2fCSNT.2015.87&partnerID=40&md5=73cbb3bb30c97954a758d1bea176dfb3,"Proceedings - 2015 5th International Conference on Communication Systems and Network Technologies, CSNT 2015",Exclude,,,
Verbaere M.; Ettinger R.; De Moor O.,JunGL: A scripting language for refactoring,"Refactorings are behaviour-preserving program transformations, typically for improving the structure of existing code. A few of these transformations have been mechanised in interactive development environments. Many more refactorings have been proposed, and it would be desirable for programmers to script their own refactorings. Implementing such source-to-source transformations, however, is quite complex: even the most sophisticated development environments contain significant bugs in their refactoring tools. We present a domain-specific language for refactoring, named JunGL. It manipulates a graph representation of the program: all information about the program, including ASTs for its compilation units, variable binding, control flow and so on is represented in a uniform graph format. The language is a hybrid of a functional language (in the style of ML) and a logic query language (akin to Datalog). JunGL furthermore has a notion of demand-driven evaluation for constructing computed information in the graph, such as control flow edges. Borrowing from earlier work on the specification of compiler optimisations, JunGL uses socalled 'path queries' to express dataflow properties. We motivate the design of JunGL via a number of nontrivial refactorings, and describe its implementation on the .NET platform. Copyright 2006 ACM.",Conference paper,2006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247132712&partnerID=40&md5=c1200b53181c023dba0caaa10fe5e86e,Proceedings - International Conference on Software Engineering,Exclude,,,
Devanbu P.T.; Rosenblum D.S.; Wolf A.L.,Generating testing and analysis tools with Aria,"Many software testing and analysis tools manipulate graph representations of programs, such as abstract syntax trees or abstract semantics graphs. Handcrafting such tools in conventional programming languages can be difficult, error prone, and time consuming. Our approach is to use application generators targeted for the domain of graph-representation-based testing and analysis tools. Moreover, we generate the generators themselves, so that the development of tools based on different languages and/or representations can also be supported better. In this article we report on our experiences in developing and using a system called Aria that generates testing and analysis tools based on an abstract semantics graph representation for C and C++ called Reprise. Aria itself was generated by the Genoa system. We demonstrate the utility of Aria and, thereby, the power of our approach, by showing Aria's use in the development of a number of useful testing and analysis tools. © 1996 ACM.",Article,1996,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029713449&doi=10.1145%2f226155.226157&partnerID=40&md5=35e2f5353363773eb56a92dea2202653,ACM Transactions on Software Engineering and Methodology,Exclude,,Include,Exclude
Chambers Craig; Dean Jeffrey; Grove David,Framework for selective recompilation in the presence of complex intermodule dependencies,"Compilers and other programming environment tools derive information from the source code of programs; derived information includes compiled code, interprocedural summary information, and call graph views. If the source program changes, the derived information needs to be updated. We present a simple framework for maintaining intermodule dependencies, embodying different tradeoffs in terms of space usage, speed of processing, and selectivity of invalidation, that eases the implementation of incremental update of derived information. Our framework augments a directed acyclic graph representation of dependencies with factoring nodes (to save space) and filtering nodes (to increase selectivity), and it includes an algorithm for efficient invalidation processing. We show how several schemes for selective recompilation, such as smart recompilation, filter sets for interprocedural summary information, and dependencies for whole-program optimization of object-oriented languages, map naturally onto our framework. For this latter application, by exploiting the facilities of our framework, we are able to reduce the number of lines of source code recompiled by a factor of seven over a header file-based scheme, and by a factor of two over the previous state-of-the-art selective dependency mechanism without consuming additional space.",Conference paper,1995,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029191681&partnerID=40&md5=e8bc242ae3bfe65c700475c8310e3810,Proceedings - International Conference on Software Engineering,Exclude,,,
Devanbu Premkumar T.; Rosenblum David S.; Wolf Alexander L.,Automated construction of testing and analysis tools,"Many software testing and analysis tool manipulate graph representations of programs, such as abstract syntax trees or abstract semantics graphs. Hand-crafting such tools in conventional programming languages can be difficult,error prone, and time consuming. Our approach is to use application generators targeted for the domain of graph-representation based testing and analysis tools. Moreover, we generate the generators themselves, so theat the development of tools based on different languages and or representations can also be supported better. In this paper we report on our experiences in developing a system called Aria that generates testing and analysis tools based on an abstract semantics graph representation for C and C++ called Reprise. Aria itself was generated by the Genoa system. We demonstrate the utility of Aria and, thereby, the power of our approach, by showing Aria's use in the development of a tool that derives control dependence graphs directly from Reprise abstract semantics graphs.",Conference paper,1994,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028166437&partnerID=40&md5=17fc474086dfdbe01a1743846f4a1380,Proceedings - International Conference on Software Engineering,Exclude,,,
Guo J.; Liu J.; Liu X.; Wan Y.; Li L.,Summarizing source code with Heterogeneous Syntax Graph and dual position,"Code summarization attempts to summarize the semantics of source code by automatically producing brief natural-language descriptions. Most existing work proposes to learn from the Abstract Syntax Tree (AST) and plain text of source code for summary generation. However, little attention has been paid to the structural heterogeneity and layout features of source code. In this paper, we present a novel framework titled HETSUM to address these issues. Specifically, a Heterogeneous Syntax Graph (HSG) is first built by designing six types of augmented edges in AST, which indicates the heterogeneous structure of source code. Meanwhile, a dual position is designed for each token in the source code by considering the layout information. Moreover, we develop a heterogeneous graph neural network in HETSUM to encode the HSG while extracting the code layout features with the Transformer encoder. By assimilating the learned code token vectors into the HSG encoder, HETSUM can capture the relations between its two encoders for improved code representation. To facilitate the generation of high-quality summaries, we integrate a copying mechanism into the decoding procedure while expanding the Transformer decoding sublayer. Extensive experiments on the Java and Python datasets prove that HETSUM is superior to seventeen state-of-the-art baselines. To promote reproducibility studies, we make the implementation of HETSUM available at https://github.com/GJCEXP/HETSUM. © 2023 Elsevier Ltd",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166740779&doi=10.1016%2fj.ipm.2023.103415&partnerID=40&md5=dc4459ca66428a5d71d2096ab6bda77c,Information Processing and Management,Include,,,
Guo J.; Liu J.; Liu X.; Li L.,Summarizing source code through heterogeneous feature fusion and extraction,"Code summarization, which seeks to automatically produce a succinct natural-language description to summarize the functionality of source code, plays an essential role in maintaining the software. Currently, plentiful approaches have been proposed to first encode the source code based on its Abstract Syntax Tree (AST), and then decode it into a textual summary. However, most existing works interpret the AST-based syntax structure as a homogeneous graph, without discriminating the different relations between graph nodes (e.g., the parent–child and sibling relations) in a heterogeneous way. To mitigate this issue, this paper proposes HETCOS to extract the syntactic and sequential features of source code by exploring its inherent heterogeneity for code summarization. Specifically, we first build a Heterogeneous Code Graph (HCG) that fuses the syntax structure and code sequence with eight types of edges/relations designed between graph nodes. Moreover, we present a heterogeneous graph neural network for capturing the diverse relations in HCG. The represented HCG is then fed into a Transformer decoder, followed by a multi-head attention-based copying mechanism to support high-quality summary generation. Extensive experiments on the major Java and Python datasets illustrate the superiority of our approach over sixteen state-of-the-art baselines. To promote reproducibility studies, we make the implementation of HETCOS publicly accessible at https://github.com/GJCEXP/HETCOS. © 2023 Elsevier B.V.",Article,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175065989&doi=10.1016%2fj.inffus.2023.102058&partnerID=40&md5=09eece79fe63cf31d6e773c7b9b352cd,Information Fusion,Include,,,
Shi C.; Cai B.; Zhao Y.; Gao L.; Sood K.; Xiang Y.,CoSS: Leveraging Statement Semantics for Code Summarization,"Automated code summarization tools allow generating descriptions for code snippets in natural language, which benefits software development and maintenance. Recent studies demonstrate that the quality of generated summaries can be improved by using additional code representations beyond token sequences. The majority of contemporary approaches mainly focus on extracting code syntactic and structural information from abstract syntax trees (ASTs). However, from the view of macro-structures, it is challenging to identify and capture semantically meaningful features due to fine-grained syntactic nodes involved in ASTs. To fill this gap, we investigate how to learn more code semantics and control flow features from the perspective of code statements. Accordingly, we propose a novel model entitled CoSS for code summarization. CoSS adopts a Transformer-based encoder and a graph attention network-based encoder to capture token-level and statement-level semantics from code token sequence and control flow graph, respectively. Then, after receiving two-level embeddings from encoders, a joint decoder with a multi-head attention mechanism predicts output sequences verbatim. Performance evaluations on Java, Python, and Solidity datasets validate that CoSS outperforms nine state-of-the-art (SOTA) neural code summarization models in effectiveness and is competitive in execution efficiency. Further, the ablation study reveals the contribution of each model component.  © 1976-2012 IEEE.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151331220&doi=10.1109%2fTSE.2023.3256362&partnerID=40&md5=f688da43a2e74f73561d98236d57f320,IEEE Transactions on Software Engineering,Include,,,
Zeng J.; Qu Z.; Cai B.,Structure and Sequence Aligned Code Summarization with Prefix and Suffix Balanced Strategy,"Source code summarization focuses on generating qualified natural language descriptions of a code snippet (e.g., functionality, usage and version). In an actual development environment, descriptions of the code are missing or not consistent with the code due to human factors, which makes it difficult for developers to comprehend and conduct subsequent maintenance. Some existing methods generate summaries from the sequence information of code without considering the structural information. Recently, researchers have adopted the Graph Neural Networks (GNNs) to capture the structural information with modified Abstract Syntax Trees (ASTs) to comprehensively represent a source code, but the alignment method of the two information encoder is hard to decide. In this paper, we propose a source code summarization model named SSCS, a unified transformer-based encoder–decoder architecture, for capturing structural and sequence information. SSCS is designed upon a structure-induced transformer with three main novel improvements. SSCS captures the structural information in a multi-scale aspect with an adapted fusion strategy and adopts a hierarchical encoding strategy to capture the textual information from the perspective of the document. Moreover, SSCS utilizes a bidirectional decoder which generates a summary from opposite direction to balance the generation performance between prefix and suffix. We conduct experiments on two public Java and Python datasets to evaluate our method and the result show that SSCS outperforms the state-of-art code summarization methods. © 2023 by the authors.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156244162&doi=10.3390%2fe25040570&partnerID=40&md5=e6b87370ba5285c63b699000de0567f2,Entropy,Include,,,
Guo J.; Liu J.; Liu X.; Wan Y.; Zhao Y.; Li L.; Liu K.; Klein J.; Bissyandé T.F.,PyScribe–Learning to describe python code,"Code comment generation, which attempts to summarize the functionality of source code in textual descriptions, plays an important role in automatic software development research. Currently, several structural neural networks have been exploited to preserve the syntax structure of source code based on abstract syntax trees (ASTs). However, they can not well capture both the long-distance and local relations between nodes while retaining the overall structural information of AST. To mitigate this problem, we present a prototype tool titled PyScribe, which extends the Transformer model to a new encoder-decoder-based framework. Particularly, the triplet position is designed and integrated into the node-level and edge-level structural features of AST for producing Python code comments automatically. This paper, to the best of our knowledge, makes the first effort to model the edges of AST as an explicit component for improved code representation. By specifying triplet positions for each node and edge, the overall structural information can be well preserved in the learning process. Moreover, the captured node and edge features go through a two-stage decoding process to yield higher qualified comments. To evaluate the effectiveness of PyScribe, we resort to a large dataset of code-comment pairs by mining Jupyter Notebooks from GitHub, for which we have made it publicly available to support further studies. The experimental results reveal that PyScribe is indeed effective, outperforming the state-ofthe-art by achieving an average BLEU score (i.e., av-BLEU) of (Formula presented.) 0.28. © 2023 The Authors. Software: Practice and Experience published by John Wiley & Sons Ltd.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179352137&doi=10.1002%2fspe.3291&partnerID=40&md5=a6f06e9e93298b54afb8224fcc63ac0b,Software - Practice and Experience,Include,,Include,
Zeng J.; He Y.; Zhang T.; Xu Z.; Han Q.,CLG-Trans: Contrastive learning for code summarization via graph attention-based transformer,"Automated code summarization is the task of automatically generating natural language descriptions of source code, which is an important research topic in the software engineering field. Many methods in recent studies were based on deep learning techniques, which effectively improve the performance of code summarization. Most of the existing code summarization methods use different kinds of neural networks to learn source code information. Some methods use graph neural network (GNN) to represent abstract syntax tree (AST) and fuse the structural information of source code. However, these methods still have two important issues: 1) they cannot solve the Out-Of-Vocabulary (OOV) problem effectively; 2) the structural information of source code they can capture is limited. In order to address the above-mentioned challenges, we propose a novel automated code summarization model named CLG-Trans in this work. This model uses the Byte Pair Encoding (BPE) algorithm and pointer-generator network to tackle the OOV problem. Then it utilizes the fusion of contrastive learning strategy and dynamic graph attention mechanism to effectively capture rich structure information of source code sequences. Experimental results on Funcom dataset show that CLG-Trans outperforms seven state-of-the-art models (i.e., Hybrid-DRL, Ast-Attendgru, Transformer, codeGnn, Rencos, CodeBERT and SIT) by averagely increasing 19.48% and 13.17% on BLEU scores and ROUGUE-L score, respectively. In addition, CLG-Trans achieves an improvement of 16.14% and 4.70% in BLEU scores and ROUGE-L score compared with our previously proposed model DG-Trans. © 2023 Elsevier B.V.",Article,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146339240&doi=10.1016%2fj.scico.2023.102925&partnerID=40&md5=4eafb730187cf493a6ec32d10b197f44,Science of Computer Programming,Include,,,
Li J.; Wang X.; Lyu C.,ACAGNN: Source Code Representation Based on Fine-Grained Multi-view Program Features,"Existing program comprehension models represent a single code feature and coarse code granularity. They tend to consider the shal- low features of source code (e.g., method names, characters, etc.) and ignore the structured features of source code such as Abstract Syntax Tree (AST), Control Flow Graph (CFG), and Application Programming Interface Dependency Graph (ADG), resulting in an incomplete representation of the source code. Although there are approaches to model ASTs, ASTs are efficient in representing code structure information. They have shortcomings in capturing the calling relationships of methods in the code for the entire class library, which does not allow the model to represent the global program accurately. To address these issues, we propose a multi-view source code representation model called ACAGNN, which uses a designed matching mechanism to learn multi-view code structure representation at the node-level and apply it to downstream code classification tasks. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161117660&doi=10.1007%2f978-981-99-2385-4_36&partnerID=40&md5=06b6e73732a56c7c7766badf6fe78300,Communications in Computer and Information Science,Include,,,
Hou S.; Chen L.; Ju M.; Ye Y.,Leveraging Comment Retrieval for Code Summarization,"Open-source code often suffers from mismatched or missing comments, leading to difficult code comprehension, and burdening software development and maintenance. In this paper, we design a novel code summarization model CodeFiD to address this laborious challenge. Inspired by retrieval-augmented methods for open-domain question answering, CodeFiD first retrieves a set of relevant comments from code collections for a given code, and then aggregates presentations of code and these comments to produce a natural language sentence that summarizes the code behaviors. Different from current code summarization works that focus on improving code representations, our model resorts to external knowledge to enhance code summarizing performance. Extensive experiments on public code collections demonstrate the effectiveness of CodeFiD by outperforming state-of-the-art counterparts across all programming languages. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150987296&doi=10.1007%2f978-3-031-28238-6_34&partnerID=40&md5=6b4efb2dcea0bc40895b46fe4b046810,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Include,,Include,
Lu X.; Niu J.,Enhancing source code summarization from structure and semantics,"Source code summarization aims to generate concise and high-quality natural language descriptions for code snippets. High-quality code summaries can help developers better understand source codes. Researchers have made great efforts to generate more accurate summaries; however, due to the lack of preservation of source code structure and semantics, previous approaches have struggled to generate summaries that accurately describe the functionality or other major characteristics of codes. In this paper, we propose a novel approach called Code Structure and Semantic Fusion (CSSF) for automatically generating summaries for source code. CSSF can utilize both the structural and semantic information of source codes. To achieve this, we extract the overall structure of the Abstract Syntax Tree (AST) by expanding the AST and using a heterogeneous graph attention network. Furthermore, we use an additional sequence model to obtain the semantic information of the code fragment. Finally, we fuse the two kinds of information through a novel modality fusion method. We evaluate our approach on a widely used Java dataset; experimental results confirm that our approach outperforms existing methods. © 2023 IEEE.",Conference paper,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169592244&doi=10.1109%2fIJCNN54540.2023.10191872&partnerID=40&md5=04716b0190a2fc92ed349a9eef4cdb7e,Proceedings of the International Joint Conference on Neural Networks,Include,,,
Kuang L.; Zhou C.; Yang X.,Code comment generation based on graph neural network enhanced transformer model for code understanding in open-source software ecosystems,"In open-source software ecosystems, the scale of source code is getting larger and larger, and developers often use various methods (good code comments or method names, etc.) to make the code easier to read and understand. However, high-quality code comments or method names are often unavailable due to tight project schedules or other reasons in open-source software ecosystems such as Github. Therefore, in this work, we try to use deep learning models to generate appropriate code comments or method names to help software development and maintenance, which requires a non-trivial understanding of the code. Therefore, we propose a Graph neural network enhanced Transformer model (GTrans for short) to learn code representation to understand code better. Specifically, GTrans learns code representation from code sequences and graphs. We use a Transformer encoder to capture the global representation from code sequence and a graph neural network (GNN) encoder to focus on the local details in the code graph, and then use a decoder to combine both global and local representations by attention mechanism. We use three public datasets collected from GitHub to evaluate our model. In an extensive evaluation, we show that GTrans outperforms the state-of-the-art models up to 3.8% increase in METEOR metrics on code comment generation and outperforms the state-of-the-art models by margins of 5.8%–9.4% in ROUGE metrics on method name generation after some adjustments on the structure. Empirically, we find the method name generation task depends on more local information than global, and the code comment generation task is in contrast. Our data and code are available at https://github.com/zc-work/GTrans. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132075222&doi=10.1007%2fs10515-022-00341-1&partnerID=40&md5=92dc28fb349520100fd5fb371068b6b3,Automated Software Engineering,Include,,,
Kuang L.; Ge F.; Zhang L.,Suggesting method names based on graph neural network with salient information modelling,"Descriptive method names have a great impact on improving program readability and facilitating software maintenance. Recently, due to high similarity between the task of method naming and text summarization, large amount of research based on natural language processing has been conducted to generate method names. However, method names are much shorter compared to long source code sequences. The salient information of the whole code snippet account for an relatively small part. Additionally, unlike natural language, source code has complicated structure information. Thus, modelling the salient information from highly structured input presents a great challenge. To tackle this problem, we propose a graph neural network (GNN)-based model with a novel salient information selection layer. Specifically, to comprehensively encode the tokens of the source code, we employ a GNN-based encoder, which can be directly applied to the code graph to ensure that the syntactic information of code structure and semantic information of code sequence can be modelled sufficiently. To effectively discriminate the salient information, we introduce an information selection layer which contains two parts: a global filter gate used to filter irrelevant information, and a semantic-aware convolutional layer used to focus on the semantic information contained in code sequence. To improve the precision of the copy mechanism when decoding, we introduce a salient feature enhanced attention mechanism to facilitate the accuracy of copying tokens from input. Experimental results on an open source dataset indicate that our proposed model, equipped with the salient information selection layer, can effectively improve method naming performance compared to other state-of-the-art models. © 2022 John Wiley & Sons Ltd.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129806202&doi=10.1111%2fexsy.13030&partnerID=40&md5=8030820388d4b8b9471db9601604bba6,Expert Systems,Include,,,
Tian Z.; Zhang C.; Tian B.,Code Summarization Through Learning Linearized AST Paths with Transformer,"The lack of code comments is common in software projects. This work proposes TFSum, which generates from a function’s source code a readable summary to describe its functionality, with a Transformer based model trained on sequences linearized from the function’s abstract syntax tree (AST). To ensure the quality of the generated summaries, TFSum firstly parses from the function’s source code an AST of semantic richness, as the raw representation of the function; but linearizes and pre-processes it into a set of normalized token sequences, for efficient and effective following semantic representation learning. On this basis, an encoder-decoder based generative model that adopts the Transformer architecture is designed and trained to automatically generate code comments. The experimental evaluations conducted on a public dataset show the superiority of TFSum over state-of-the-art neural code summarization methods, with the BLEU score reaching 46.84. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Book chapter,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147852355&doi=10.1007%2f978-3-031-20738-9_7&partnerID=40&md5=220cea88b634670078d9d23b2a52a7f4,Lecture Notes on Data Engineering and Communications Technologies,Include,,,
